Zoning_Subdistrict,Zoning_District,Article,Map_Number,Subdistrict_Type,Subdistrict_Use,Unique_Code,Condition_Number,Condition_Text,Additional_Restrictions_or_Foot,Municode_Reference_to_Restricti,Max_FAR,Max_Height,Front_Setback,Side_Setback,Rear_Setback,Max_Dwelling_Units_Per_Area,Max_Number_of_Floors,Dwelling_Units_Factor,Amendment_Number,Latest_Amendment_Effective_Date,Color_Hex_Code,Urban_CustomID,Urban_Name,Comments,created_user,created_date,last_edited_user,last_edited_date,Shape_Length,Shape_Area,shape_wkt
B-10,Boston Proper,Underlying Zoning,1,General Business,Commercial,ArtUnderlying Zoning_B-10,0,Any Dwelling,Special Restriction,,10.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#990300,ARTUZ-SUB001-0,ARTUZ-General Business,,,,GIS,5/7/2025 19:30:57,0.031039915264704,0.000021088060957,
M-4,Boston Proper,Underlying Zoning,1,Restricted Manufacturing,Industrial,ArtUnderlying Zoning_M-4,0,Any Dwelling,Special Restriction,,4.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#65345F,ARTUZ-SUB031-0,ARTUZ-Restricted Manufacturing,,,,GIS,5/7/2025 19:30:57,0.014191349481191,0.000005109120844,
HISTORIC CHINATOWN PROTECTION AREA,Chinatown,43,1C/1G/1N,Protection Area,Mixed-Use,Art43_HISTORIC CHINATOWN PROTECTION AREA,0,Historic Chinatown Protection Area,,,6.000000000000000,65.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#ad3800,ART43-SUB004-0,ART43-Protection Area,,,,GIS,5/7/2025 19:30:57,0.007506949517785,0.000002767786136,
TYLER STREET SPECIAL STUDY AREA,Chinatown,43,1C/1G/1N,Special Study Area,Mixed-Use,Art43_TYLER STREET SPECIAL STUDY AREA,0,Tyler Street Special Study Area,,,6.000000000000000,80.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#ad3800,ART43-SUB011-0,ART43-Special Study Area,,,,GIS,5/7/2025 19:30:57,0.005697448661034,0.000001677209286,
TURNPIKE AIR-RIGHTS SPECIAL STUDY AREA,Chinatown,43,1C/1G/1N,Turnpike Air-Rights Special Study Area,Open Space,Art43_TURNPIKE AIR-RIGHTS SPECIAL STUDY AREA,0,Turnpike Air-Rights Special Study Area,,,6.000000000000000,80.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#38A800,ART43-SUB010-0,ART43-Turnpike Air-Rights Special Study Area,,,,GIS,5/7/2025 19:30:57,0.016138045304565,0.000005443970128,
OS-RC,Chinatown,43,1C/1G/1N,Recreation Open Space,Open Space,Art43_OS-RC,0,,,,,,,,,,,,,,#38A800,ART43-SUB007-0,ART43-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.005835167099396,0.000000714319409,
INSTITUTIONAL,Chinatown,43,1C/1G/1N,Institutional,Community/Institutional,Art43_INSTITUTIONAL,0,Institutional Subdistrict,,,6.000000000000000,80.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#004B6E,ART43-SUB005-0,ART43-Institutional,,,,GIS,5/7/2025 19:30:57,0.010141629631984,0.000004875265236,
LIBERTY TREE PROTECTION AREA,Chinatown,43,1C/1G/1N,Protection Area,Mixed-Use,Art43_LIBERTY TREE PROTECTION AREA,0,Liberty Tree Protection Area.,,,6.000000000000000,65.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#ad3800,ART43-SUB006-0,ART43-Protection Area,,,,GIS,5/7/2025 19:30:57,0.002688222484635,0.000000333764655,
CHINATOWN GATEWAY SPECIAL STUDY AREA,Chinatown,43,1C/1G/1N,Special Study Area,Mixed-Use,Art43_CHINATOWN GATEWAY SPECIAL STUDY AREA,0,Chinatown Gateway Special Study Area,,,6.000000000000000,80.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#ad3800,ART43-SUB003-0,ART43-Special Study Area,,,,GIS,5/7/2025 19:30:57,0.014368414325420,0.000008669787159,
RESIDENTIAL CHINATOWN,Chinatown,43,1C/1G/1N,Residential,Apartment Residential,Art43_RESIDENTIAL CHINATOWN,0,Residential Chinatown Subdistrict,,,4.000000000000000,80.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#5F5A00,ART43-SUB009-0,ART43-Residential,,,,GIS,5/7/2025 19:30:57,0.021296160093755,0.000009845153539,
OS-UP,Chinatown,43,1C/1G/1N,Urban Plaza Open Space,Open Space,Art43_OS-UP,0,,,,,,,,,,,,,,#38A800,ART43-SUB008-0,ART43-Urban Plaza Open Space,,,,GIS,5/7/2025 19:30:57,0.000641167275855,0.000000014807775,
OS-RC,Chinatown,43,1C/1G/1N,Recreation Open Space,Open Space,Art43_OS-RC,0,,,,,,,,,,,,,,#38A800,ART43-SUB007-0,ART43-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.002445458424839,0.000000341248440,
COMMERCIAL CHINATOWN,Chinatown,43,1C/1G/1N,Commercial,Mixed-Use,Art43_COMMERCIAL CHINATOWN,0,Commercial Chinatown Subdistrict,,,6.000000000000000,80.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#ad3800,ART43-SUB002-0,ART43-Commercial,,,,GIS,5/7/2025 19:30:57,0.014460019467295,0.000003319584498,
BEACH/KNAPP PROTECTION AREA,Chinatown,43,1C/1G/1N,Protection Area,Mixed-Use,Art43_BEACH/KNAPP PROTECTION AREA,0,Beach/Knapp Protection Area,,,6.000000000000000,65.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#ad3800,ART43-SUB001-0,ART43-Protection Area,,,,GIS,5/7/2025 19:30:57,0.002205779364825,0.000000209967637,
GENERAL AREA,Bulfinch Triangle,46,1B/1J/1K/1L,General Area,Mixed-Use,Art46_GENERAL AREA,0,Bulfinch Triangle/Central Artery Area,,,6.000000000000000,80.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#ad3800,ART46-SUB002-0,ART46-General Area,,,,GIS,5/7/2025 19:30:57,0.005126079195520,0.000001376365723,"MULTIPOLYGON (((-71.058347699999956 42.365252335000037, -71.05851611199995 42.366940017000047, -71.058781259999932 42.366751872000066, -71.059423608999964 42.36638473000005, -71.059737919999975 42.366207905000067, -71.059800708999944 42.366171564000069, -71.059715864999987 42.366094120000071, -71.059614280999938 42.366000733000078, -71.058698722999964 42.365159035000033, -71.058609909999973 42.365077824000025, -71.058347699999956 42.365252335000037)))"
GENERAL AREA,Bulfinch Triangle,46,1B/1J/1K/1L,General Area,Mixed-Use,Art46_GENERAL AREA,0,Bulfinch Triangle/Central Artery Area,,,6.000000000000000,80.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#ad3800,ART46-SUB002-0,ART46-General Area,,,,GIS,5/7/2025 19:30:57,0.010411128401096,0.000005224132123,
NDA,South End Neighborhood,64,1P,Neighborhood Development Area,Mixed-Use,Art64_NDA,0,,,,3.000000000000000,70.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#ad3800,ART64-SUB010-0,ART64-Neighborhood Development Area,,,,GIS,5/7/2025 19:30:57,0.007884921180676,0.000002693893206,
OS-RC,South End Neighborhood,64,1P,Recreation Open Space,Open Space,Art64_OS-RC,0,,,,,,,,,,,,,,#38A800,ART64-SUB014-0,ART64-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.001424030280361,0.000000122420289,"MULTIPOLYGON (((-71.072739267999964 42.33991711300007, -71.072521707999954 42.340065954000067, -71.072796322999977 42.340304318000051, -71.072800319999942 42.340301642000043, -71.072800388999951 42.340301594000039, -71.073022173999959 42.340153089000069, -71.073086954999951 42.34010732400003, -71.072810272999959 42.33987753200006, -71.072810217999972 42.339877486000034, -71.072804916999985 42.339873085000079, -71.072739267999964 42.33991711300007)))"
OS-P,South End Neighborhood,64,1P,Parkland Open Space,Open Space,Art64_OS-P,0,,,,,,,,,,,,,,#38A800,ART64-SUB013-0,ART64-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.002155184188417,0.000000279984332,"MULTIPOLYGON (((-71.070610530999943 42.340206373000058, -71.070337891999941 42.340385464000065, -71.070269413999938 42.340502742000069, -71.070211011999959 42.34060263300006, -71.070244981999963 42.340613163000057, -71.070728014999986 42.340762903000041, -71.071085634999974 42.340525498000034, -71.070653865999986 42.340177228000073, -71.070610530999943 42.340206373000058)))"
OS-P,South End Neighborhood,64,1P,Parkland Open Space,Open Space,Art64_OS-P,0,,,,,,,,,,,,,,#38A800,ART64-SUB013-0,ART64-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.001090596776752,0.000000071285939,"MULTIPOLYGON (((-71.072046691999958 42.341303594000067, -71.072252979999973 42.341475862000038, -71.072253002999958 42.341475882000054, -71.072320791999971 42.341430971000079, -71.072483484999964 42.341318729000079, -71.072480507999956 42.341315995000059, -71.072476194999979 42.341312034000055, -71.072363210999981 42.341219592000073, -71.07228211599994 42.341150839000079, -71.072046691999958 42.341303594000067)))"
OS-UP,South End Neighborhood,64,1P,Urban Plaza Open Space,Open Space,Art64_OS-UP,0,,,,,,,,,,,,,,#38A800,ART64-SUB015-0,ART64-Urban Plaza Open Space,,,,GIS,5/7/2025 19:30:57,0.002320634029820,0.000000236821421,
OS-P,South End Neighborhood,64,1P,Parkland Open Space,Open Space,Art64_OS-P,0,,,,,,,,,,,,,,#38A800,ART64-SUB013-0,ART64-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.001787446627266,0.000000112225889,"MULTIPOLYGON (((-71.067467114999943 42.340555709000057, -71.067467140999952 42.340555737000045, -71.067467247999957 42.340555851000033, -71.067505260999951 42.340588255000057, -71.067506633999983 42.340589426000065, -71.067778448999945 42.340821136000045, -71.06803085699994 42.340624514000069, -71.067841245999944 42.340558513000076, -71.067284094999934 42.340361703000042, -71.067467114999943 42.340555709000057)))"
MFR,South End Neighborhood,64,1P,Multifamily Residential,Medium Residential,Art64_MFR,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB009-0,ART64-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.003246809300172,0.000000411225279,
EDA SOUTH,South End Neighborhood,64,1P,Economic Development Area,Mixed-Use,Art64_EDA SOUTH,0,,,,4.000000000000000,70.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#ad3800,ART64-SUB006-0,ART64-Economic Development Area,,,,GIS,5/7/2025 19:30:57,0.016153160189272,0.000013019003034,
MFR,South End Neighborhood,64,1P,Multifamily Residential,Medium Residential,Art64_MFR,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB009-0,ART64-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.003710224545108,0.000000442259914,
MFR/LS,South End Neighborhood,64,1P,Multifamily Residential/Local Services,Medium Residential,Art64_MFR/LS,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB008-0,ART64-Multifamily Residential/Local Services,,,,GIS,5/7/2025 19:30:57,0.007269245524332,0.000001349634266,
MFR/LS,South End Neighborhood,64,1P,Multifamily Residential/Local Services,Medium Residential,Art64_MFR/LS,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB008-0,ART64-Multifamily Residential/Local Services,,,,GIS,5/7/2025 19:30:57,0.006683052707771,0.000001500110570,
MFR,South End Neighborhood,64,1P,Multifamily Residential,Medium Residential,Art64_MFR,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB009-0,ART64-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.013498114467421,0.000005321315597,
EDA NORTH,South End Neighborhood,64,1P,Economic Development Area,Mixed-Use,Art64_EDA NORTH,0,,,,4.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#ad3800,ART64-SUB005-0,ART64-Economic Development Area,,,,GIS,5/7/2025 19:30:57,0.016464809174275,0.000015962716625,
BIO SQUARE EDA,South End Neighborhood,64,1P,Economic Development Area,Mixed-Use,Art64_BIO SQUARE EDA,0,,,,4.000000000000000,110.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#ad3800,ART64-SUB001-0,ART64-Economic Development Area,,,,GIS,5/7/2025 19:30:57,0.016421098538633,0.000009496331026,
MFR/LS,South End Neighborhood,64,1P,Multifamily Residential/Local Services,Medium Residential,Art64_MFR/LS,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB008-0,ART64-Multifamily Residential/Local Services,,,,GIS,5/7/2025 19:30:57,0.005218570431960,0.000000889649126,
MFR,South End Neighborhood,64,1P,Multifamily Residential,Medium Residential,Art64_MFR,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB009-0,ART64-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.040252298705035,0.000017639912457,
NDA,South End Neighborhood,64,1P,Neighborhood Development Area,Mixed-Use,Art64_NDA,0,,,,3.000000000000000,70.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#ad3800,ART64-SUB010-0,ART64-Neighborhood Development Area,,,,GIS,5/7/2025 19:30:57,0.011127823993849,0.000003705968459,
MFR/LS,South End Neighborhood,64,1P,Multifamily Residential/Local Services,Medium Residential,Art64_MFR/LS,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB008-0,ART64-Multifamily Residential/Local Services,,,,GIS,5/7/2025 19:30:57,0.029642710062998,0.000008970383403,
MFR/LS,South End Neighborhood,64,1P,Multifamily Residential/Local Services,Medium Residential,Art64_MFR/LS,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB008-0,ART64-Multifamily Residential/Local Services,,,,GIS,5/7/2025 19:30:57,0.011591960037304,0.000002340288592,
OS-RC,South End Neighborhood,64,1P,Recreation Open Space,Open Space,Art64_OS-RC,0,,,,,,,,,,,,,,#38A800,ART64-SUB014-0,ART64-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.006648890318403,0.000002054312027,
MFR,South End Neighborhood,64,1P,Multifamily Residential,Medium Residential,Art64_MFR,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB009-0,ART64-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.005450859106298,0.000000608867781,
OS-P,South End Neighborhood,64,1P,Parkland Open Space,Open Space,Art64_OS-P,0,,,,,,,,,,,,,,#38A800,ART64-SUB013-0,ART64-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.002902804473765,0.000000382601860,
NDA,South End Neighborhood,64,1P,Neighborhood Development Area,Mixed-Use,Art64_NDA,0,,,,3.000000000000000,70.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#ad3800,ART64-SUB010-0,ART64-Neighborhood Development Area,,,,GIS,5/7/2025 19:30:57,0.019436897147289,0.000009406151556,
MFR,South End Neighborhood,64,1P,Multifamily Residential,Medium Residential,Art64_MFR,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB009-0,ART64-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.055234255160190,0.000029250872859,
MFR/LS,South End Neighborhood,64,1P,Multifamily Residential/Local Services,Medium Residential,Art64_MFR/LS,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB008-0,ART64-Multifamily Residential/Local Services,,,,GIS,5/7/2025 19:30:57,0.012257838297879,0.000003703208944,
OS-P,South End Neighborhood,64,1P,Parkland Open Space,Open Space,Art64_OS-P,0,,,,,,,,,,,,,,#38A800,ART64-SUB013-0,ART64-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.002955278041461,0.000000328451986,
CF,South End Neighborhood,64,1P,Community Facilities,Community/Institutional,Art64_CF,0,,,,4.000000000000000,70.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#004B6E,ART64-SUB003-0,ART64-Community Facilities,,,,GIS,5/7/2025 19:30:57,0.009754396298506,0.000003215250945,
MFR,South End Neighborhood,64,1P,Multifamily Residential,Medium Residential,Art64_MFR,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB009-0,ART64-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.010787743562163,0.000003683588172,
NDA,South End Neighborhood,64,1P,Neighborhood Development Area,Mixed-Use,Art64_NDA,0,,,,3.000000000000000,70.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#ad3800,ART64-SUB010-0,ART64-Neighborhood Development Area,,,,GIS,5/7/2025 19:30:57,0.005228737768639,0.000001544710121,
MFR,South End Neighborhood,64,1P,Multifamily Residential,Medium Residential,Art64_MFR,0,Row House Building or Town House Building,,,2.000000000000000,70.000000000000000,,,20.000000000000000,,,,,,#8B8400,ART64-SUB009-0,ART64-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.031773907785436,0.000011402807183,
OS-UP,South End Neighborhood,64,1P,Urban Plaza Open Space,Open Space,Art64_OS-UP,0,,,,,,,,,,,,,,#38A800,ART64-SUB015-0,ART64-Urban Plaza Open Space,,,,GIS,5/7/2025 19:30:57,0.002637459791467,0.000000236544385,
OS-G,South End Neighborhood,64,1P,Community Garden Open Space,Open Space,Art64_OS-G,0,,,,,,,,,,,,,,#38A800,ART64-SUB012-0,ART64-Community Garden Open Space,,,,GIS,5/7/2025 19:30:57,0.001267180853932,0.000000096240884,
OS-P,South End Neighborhood,64,1P,Parkland Open Space,Open Space,Art64_OS-P,0,,,,,,,,,,,,,,#38A800,ART64-SUB013-0,ART64-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.003614332976232,0.000000454698983,
OS-P,South End Neighborhood,64,1P,Parkland Open Space,Open Space,Art64_OS-P,0,,,,,,,,,,,,,,#38A800,ART64-SUB013-0,ART64-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.002308975750523,0.000000162923901,
OS-UP,South End Neighborhood,64,1P,Urban Plaza Open Space,Open Space,Art64_OS-UP,0,,,,,,,,,,,,,,#38A800,ART64-SUB015-0,ART64-Urban Plaza Open Space,,,,GIS,5/7/2025 19:30:57,0.002112650047851,0.000000222250285,"MULTIPOLYGON (((-71.07330269299996 42.341790823000053, -71.073000640999965 42.341994792000037, -71.072931105999942 42.342042143000072, -71.073169104999977 42.342237271000045, -71.073237589999962 42.342191299000035, -71.073792526999966 42.341828125000063, -71.07355242899996 42.341628083000046, -71.07330269299996 42.341790823000053)))"
OS-RC,South End Neighborhood,64,1P,Recreation Open Space,Open Space,Art64_OS-RC,0,,,,,,,,,,,,,,#38A800,ART64-SUB014-0,ART64-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.002436109149330,0.000000354254561,"MULTIPOLYGON (((-71.075295860999972 42.340370998000026, -71.07486692699996 42.340650810000056, -71.075092375999986 42.340840709000076, -71.075171152999985 42.340907064000078, -71.075351449999971 42.341058929000042, -71.075491874999955 42.340965782000069, -71.075554773999954 42.340924059000031, -71.075777660999961 42.34077622500007, -71.075841250999986 42.340735969000036, -71.075577204999945 42.340515505000042, -71.075356776999968 42.340331458000037, -71.075295860999972 42.340370998000026)))"
OS-P,South End Neighborhood,64,1P,Parkland Open Space,Open Space,Art64_OS-P,0,,,,,,,,,,,,,,#38A800,ART64-SUB013-0,ART64-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.000993486105814,0.000000043640699,"MULTIPOLYGON (((-71.074115632999963 42.343812901000035, -71.073851297999965 42.343885969000041, -71.073876267999935 42.343938064000042, -71.073901654999986 42.343990803000054, -71.073906462999958 42.343989486000055, -71.074167153999952 42.343918102000032, -71.074268067999981 42.343891418000055, -71.074219325999934 42.343791109000051, -71.07421611999996 42.343784510000035, -71.074115632999963 42.343812901000035)))"
OS-P,South End Neighborhood,64,1P,Parkland Open Space,Open Space,Art64_OS-P,0,,,,,,,,,,,,,,#38A800,ART64-SUB013-0,ART64-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.001812124277626,0.000000201562739,"MULTIPOLYGON (((-71.075609850999967 42.343558758000029, -71.075344800999972 42.343632824000053, -71.075231712999937 42.343664426000032, -71.07523238899995 42.343665998000063, -71.075353277999966 42.343946961000029, -71.07540140499998 42.344048331000067, -71.075884221999956 42.343918582000072, -71.075679029999947 42.343542248000063, -71.075609850999967 42.343558758000029)))"
OS-G,South End Neighborhood,64,1P,Community Garden Open Space,Open Space,Art64_OS-G,0,,,,,,,,,,,,,,#38A800,ART64-SUB012-0,ART64-Community Garden Open Space,,,,GIS,5/7/2025 19:30:57,0.006461094729228,0.000000821074484,
OS-UP,South End Neighborhood,64,1P,Urban Plaza Open Space,Open Space,Art64_OS-UP,0,,,,,,,,,,,,,,#38A800,ART64-SUB015-0,ART64-Urban Plaza Open Space,,,,GIS,5/7/2025 19:30:57,0.001889901122384,0.000000209145805,"MULTIPOLYGON (((-71.067752145999975 42.345867944000076, -71.068110210999976 42.345974996000052, -71.068114986999944 42.345966186000055, -71.068374889999973 42.345486808000032, -71.068382522999968 42.34547273000004, -71.068021288999944 42.345367187000079, -71.067752145999975 42.345867944000076)))"
